,File_name,Score
0,cropped_641046811DE0_01Aug2021_HT_P1077824-CN-F-SCZ62121253DARA0_side24.jpg,2203.1307205452777
0,cropped_641046811DE0_01Nov2021_HT_P1077824-CN-F-SCZ62130353DBOH0_side24.jpg,1958.7379503407985
0,cropped_641046811DE0_01Nov2021_HT_P1077824-CN-F-SCZ62130453DBQA0_side24.jpg,2328.7431840311588
0,cropped_641046811DE0_02Nov2021_HT_P1077824-CN-F-SCZ62130553DBNR0_side24.jpg,1799.6615141187926
0,cropped_641046811DE0_03Aug2021_HT_P1077824-CN-F-SCZ62121553DAAD0_side24.jpg,2925.8296007789677
0,cropped_641046811DE0_03Jan2022_HT_P1077824-CN-F-SCZ62200253DAAD0_side24.jpg,2684.441577409932
0,cropped_641046811DE0_03Nov2021_HT_P1077824-CN-F-SCZ62130653DAYT0_side24.jpg,2939.972249269718
0,cropped_641046811DE0_04Aug2021_HT_P1077824-CN-F-SCZ62121653DAAC0_side24.jpg,2382.031888997079
0,cropped_641046811DE0_04Jan2022_HT_P1077824-CN-F-SCZ62200353DANP0_side24.jpg,3988.5793573515093
0,cropped_641046811DE0_04Nov2021_HT_P1077824-CN-F-SCZ62130753DBRN0_side24.jpg,2552.8420155793574
0,cropped_641046811DE0_04Oct2021_HT_P1077824-CN-F-SCZ62127753DAAC0_side24.jpg,1796.6051606621227
0,cropped_641046811DE0_05Aug2021_HT_P1077824-CN-F-SCZ62121753DAKW0_side24.jpg,1826.4118792599804
0,cropped_641046811DE0_05Jan2022_HT_P1077824-CN-F-SCZ62200453DANW0_side24.jpg,3235.5890944498537
0,cropped_641046811DE0_05Nov2021_HT_P1077824-CN-F-SCZ62130953DAAC0_side24.jpg,1682.9410905550146
0,cropped_641046811DE0_06Aug2021_HT_P1077824-CN-F-SCZ62121853DALE0_side24.jpg,1778.0738802336903
0,cropped_641046811DE0_06Jan2022_HT_P1077824-CN-F-SCZ62200553DBIJ0_side24.jpg,5400.007789678676
0,cropped_641046811DE0_06Nov2021_HT_P1077824-CN-F-SCZ62131053DAAG0_side24.jpg,1537.062682570594
0,cropped_641046811DE0_07Nov2021_HT_P1077824-CN-F-SCZ62131153DAAG0_side24.jpg,2470.590555014606
0,cropped_641046811DE0_08Aug2021_HT_P1077824-CN-F-SCZ62121953DAKY0_side24.jpg,2255.4036027263874
0,cropped_641046811DE0_08Nov2021_HT_P1077824-CN-F-SCZ62131253DAAL0_side24.jpg,2060.3641674780915
0,cropped_641046811DE0_09Aug2021_HT_P1077824-CN-F-SCZ62122153DAAD0_side24.jpg,2858.8846153846152
0,cropped_641046811DE0_09Dec2021_HT_P1077824-CN-F-SCZ62134253DBET0_side24.jpg,5683.312560856864
0,cropped_641046811DE0_09Nov2021_HT_P1077824-CN-F-SCZ62131353DAAR0_side24.jpg,1897.2254138266796
0,cropped_641046811DE0_09Sep2021_HT_P1077824-CN-F-SCZ62125153DAKR0_side24.jpg,2060.7142161635834
0,cropped_641046811DE0_10Nov2021_HT_P1077824-CN-F-SCZ62131453DAAY0_side24.jpg,2424.970788704966
0,cropped_641046811DE0_10Sep2021_HT_P1077824-CN-F-SCZ62125253DAKO0_side24.jpg,4112.006815968842
0,cropped_641046811DE0_11Aug2021_HT_P1077824-CN-F-SCZ62122353DALK0_side24.jpg,2370.8310613437197
0,cropped_641046811DE0_11Nov2021_HT_P1077824-CN-F-SCZ62131553DAAD0_side24.jpg,2452.1243914313536
0,cropped_641046811DE0_12Aug2021_HT_P1077824-CN-F-SCZ62122453DAKI0_side24.jpg,2626.8488315481986
