,File_name,Score
0,cropped_641046811_01Jun2021_HT_P1077824-CN-F-SCZ62115153DOUW0_side24.jpg,1199.310945273632
0,cropped_641046811_01Jun2021_HT_P1077824-CN-F-SCZ62115253DPKM0_side24.jpg,1201.2172958735732
0,cropped_641046811_01Nov2021_HT_P1077824-CN-F-SCZ62130553DPLJ0_side24.jpg,1572.3046532045655
0,cropped_641046811_01Oct2021_HT_P1077824-CN-F-SCZ62127353DPKB0_side24.jpg,1107.968100673105
0,cropped_641046811_02Jul2021_HT_P1077824-CN-F-SCZ62118353DPMO0_side24.jpg,920.0103160667252
0,cropped_641046811_02Sep2021_HT_P1077824-CN-F-SCZ62124453DAAN0_side24.jpg,2063.0750658472343
0,cropped_641046811_02Sep2021_HT_P1077824-CN-F-SCZ62124453DPLV0_side24.jpg,1050.2461223295288
0,cropped_641046811_03Aug2021_HT_P1077824-CN-F-SCZ62121553DPAB0_side24.jpg,1393.3472344161546
0,cropped_641046811_03Jan2022_HT_P1077824-CN-F-SCZ62200253DOVP0_side24.jpg,898.9396400351185
0,cropped_641046811_03Sep2021_HT_P1077824-CN-F-SCZ62124553DHKL0_side24.jpg,1487.455223880597
0,cropped_641046811_03Sep2021_HT_P1077824-CN-F-SCZ62124553DHKM0_side24.jpg,1487.455223880597
0,cropped_641046811_03Sep2021_HT_P1077824-CN-F-SCZ62124653DPMG0_side24.jpg,873.7397570968686
0,cropped_641046811_04Jun2021_HT_P1077824-CN-F-SCZ62115453DPHQ0_side24.jpg,813.8954492244659
0,cropped_641046811_05Aug2021_HT_P1077824-CN-F-SCZ62121753DPKX0_side24.jpg,1755.6747146619841
0,cropped_641046811_05Jan2022_HT_P1077824-CN-F-SCZ62200453DPOB0_side24.jpg,878.4860257535851
0,cropped_641046811_05Nov2021_HT_P1077824-CN-F-SCZ62130953DPMA0_side24.jpg,1554.9220076090137
0,cropped_641046811_06Dec2021_HT_P1077824-CN-F-SCZ62133953DPMX0_side24.jpg,978.7397570968686
0,cropped_641046811_06Oct2021_HT_P1077824-CN-F-SCZ62127853DPML0_side24.jpg,910.1971027216857
0,cropped_641046811_06Sep2021_HT_P1077824-CN-F-SCZ62124853DPJT0_side24.jpg,1422.711296458882
0,cropped_641046811_07Jul2021_HT_P1077824-CN-F-SCZ62118753DAAH0_side24.jpg,1459.57594381036
0,cropped_641046811_07Jul2021_HT_P1077824-CN-F-SCZ62118753DAAK0_side24.jpg,1459.57594381036
0,cropped_641046811_07Jul2021_HT_P1077824-CN-F-SCZ62118753DAAL0_side24.jpg,1459.57594381036
0,cropped_641046811_07Jul2021_HT_P1077824-CN-F-SCZ62118753DPMH0_side24.jpg,1729.6764705882354
0,cropped_641046811_07Jun2021_HT_P1077824-CN-F-SCZ62115653DPMX0_side24.jpg,1459.134328358209
0,cropped_641046811_08Aug2021_HT_P1077824-CN-F-SCZ62121953DPLD0_side24.jpg,1365.423324553702
0,cropped_641046811_08Dec2021_HT_P1077824-CN-F-SCZ62134153DPMM0_side24.jpg,1223.597014925373
0,cropped_641046811_08Jan2022_HT_P1077824-CN-F-SCZ62200853DPQA0_side24.jpg,937.6078431372549
0,cropped_641046811_08Jul2021_HT_P1077824-CN-F-SCZ62118953DPLP0_side24.jpg,1396.9940005853086
0,cropped_641046811_08Sep2021_HT_P1077824-CN-F-SCZ62125053DPMP0_side24.jpg,1074.750365817969
