,File_name,Score
0,cropped_641046811DE0_01Aug2021_HT_P1077824-CN-F-SCZ62121253DARA0_side14.jpg,3395.024717961719
0,cropped_641046811DE0_01Nov2021_HT_P1077824-CN-F-SCZ62130353DBOH0_side14.jpg,2580.3934592470528
0,cropped_641046811DE0_01Nov2021_HT_P1077824-CN-F-SCZ62130453DBQA0_side14.jpg,3126.991507161871
0,cropped_641046811DE0_02Nov2021_HT_P1077824-CN-F-SCZ62130553DBNR0_side14.jpg,2486.8274813030803
0,cropped_641046811DE0_02Sep2021_HT_P1077824-CN-F-SCZ62124453DAAV0_side14.jpg,3322.4535429078464
0,cropped_641046811DE0_03Aug2021_HT_P1077824-CN-F-SCZ62121553DAAD0_side14.jpg,5370.619850424642
0,cropped_641046811DE0_03Jan2022_HT_P1077824-CN-F-SCZ62200253DAAD0_side14.jpg,1940.5379642540247
0,cropped_641046811DE0_03Jun2021_HT_P1077824-CN-F-SCZ62115353DAAB0_side14.jpg,2486.169856762581
0,cropped_641046811DE0_03Nov2021_HT_P1077824-CN-F-SCZ62130653DAYT0_side14.jpg,3929.6491317023706
0,cropped_641046811DE0_03Sep2021_HT_P1077824-CN-F-SCZ62124553DAAC0_side14.jpg,2952.2753200659145
0,cropped_641046811DE0_04Aug2021_HT_P1077824-CN-F-SCZ62121653DAAC0_side14.jpg,3455.935353023197
0,cropped_641046811DE0_04Jan2022_HT_P1077824-CN-F-SCZ62200353DANP0_side14.jpg,1896.4788946634555
0,cropped_641046811DE0_04Nov2021_HT_P1077824-CN-F-SCZ62130753DBRN0_side14.jpg,3762.460894916973
0,cropped_641046811DE0_04Oct2021_HT_P1077824-CN-F-SCZ62127753DAAC0_side14.jpg,1998.2048421853212
0,cropped_641046811DE0_05Aug2021_HT_P1077824-CN-F-SCZ62121753DAKW0_side14.jpg,2535.561414627963
0,cropped_641046811DE0_05Jan2022_HT_P1077824-CN-F-SCZ62200453DANW0_side14.jpg,1944.6753707694259
